LAT,LON,TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Max,AirTF_Avg,RH,Rain_in_Tot,WS_mph_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrW_Avg,SlrMJ_Tot,Batt_Volt_Avg
-14.28,-170.71,2019-08-15 16:00:00,6255,12.89,33.17,26.722222222222218,83.3,0.0,0.9217964799999999,7.562,0.019,80.9,0.07279971,
-14.28,-170.71,2019-08-15 16:15:00,6256,12.85,32.61,26.18333333333333,86.9,0.0,1.15604544,343.6,0.029,68.42,0.06157549,
-14.28,-170.71,2019-08-15 16:30:00,6257,12.84,31.72,26.188888888888886,88.8,0.0,1.60800288,351.0,0.025,76.71,0.0690355,
-14.28,-170.71,2019-08-15 16:45:00,6258,12.83,31.12,24.90555555555555,95.9,0.254,2.1636736,328.6,0.024,75.07,0.06756435,
-14.28,-170.71,2019-08-15 17:00:00,6259,12.82,30.2,24.566666666666666,96.0,0.0,0.9924288000000001,338.7,0.013,66.36,0.05972111,
-14.28,-170.71,2019-08-15 17:15:00,6260,12.82,29.57,24.53888888888889,95.6,0.0,0.76086208,340.3,0.022,79.8,0.0718198,
-14.28,-170.71,2019-08-15 17:30:00,6261,12.78,29.24,24.850000000000005,93.5,0.254,1.61068512,50.07,0.024,39.03,0.03513051,
-14.28,-170.71,2019-08-15 17:45:00,6262,12.77,29.09,25.061111111111114,94.8,0.0,1.17169184,4.556,0.017,30.85,0.02776232,
-14.28,-170.71,2019-08-15 18:00:00,6263,12.75,29.17,25.033333333333335,94.6,0.0,1.5713456000000001,348.8,0.034,15.38,0.01384271,
-14.28,-170.71,2019-08-15 18:15:00,6264,12.74,29.18,25.005555555555556,94.7,0.0,2.11136992,337.2,0.023,3.762,0.003385382,
-14.28,-170.71,2019-08-15 18:30:00,6265,12.74,29.13,24.894444444444446,94.3,0.0,1.3974470399999999,347.4,0.022,0.661,0.000594745,
-14.28,-170.71,2019-08-15 18:45:00,6266,12.74,28.94,24.633333333333336,92.5,0.0,0.79751936,21.15,0.028,0.042,3.8E-05,
-14.28,-170.71,2019-08-15 19:00:00,6267,12.73,28.72,24.944444444444446,94.0,0.0,0.85205824,321.7,0.019,0.006,5.36E-06,
-14.28,-170.71,2019-08-15 19:15:00,6268,12.73,28.81,25.155555555555555,92.9,0.0,1.06574336,16.45,0.028,0.01,8.9E-06,
-14.28,-170.71,2019-08-15 19:30:00,6269,12.73,28.92,25.200000000000003,93.1,0.0,1.1891264000000001,353.3,0.035,0.004,3.86E-06,
-14.28,-170.71,2019-08-15 19:45:00,6270,12.72,29.04,25.4,92.2,0.0,0.53555392,143.5,0.013,0.008,6.97E-06,
-14.28,-170.71,2019-08-15 20:00:00,6271,12.72,29.12,25.355555555555554,92.3,0.0,0.70542912,315.7,0.015,0.006,5.26E-06,
-14.28,-170.71,2019-08-15 20:15:00,6272,12.72,29.13,25.200000000000003,95.0,0.0,1.2874752,356.2,0.033,0.006,5.58E-06,
-14.28,-170.71,2019-08-15 20:30:00,6273,12.71,29.01,25.100000000000005,95.0,0.0,1.1757152,8.33,0.028,0.007,5.9E-06,
-14.28,-170.71,2019-08-15 20:45:00,6274,12.71,28.86,25.13888888888889,96.3,0.508,0.8918448,39.0,0.027,0.013,1.17E-05,
-14.28,-170.71,2019-08-15 21:00:00,6275,12.71,28.78,24.822222222222226,97.6,3.8099999999999996,1.13503456,351.9,0.031,0.005,4.29E-06,
-14.28,-170.71,2019-08-15 21:15:00,6276,12.7,28.68,24.466666666666672,97.7,4.571999999999999,0.9003385599999999,330.4,0.018,0.01,9.44E-06,
-14.28,-170.71,2019-08-15 21:30:00,6277,12.7,28.52,24.14444444444444,98.9,0.7619999999999999,1.81900576,329.4,0.03,0.004,3.43E-06,
-14.28,-170.71,2019-08-15 21:45:00,6278,12.69,28.26,24.022222222222222,99.2,0.254,1.0031577600000001,354.7,0.029,0.008,7.51E-06,
-14.28,-170.71,2019-08-15 22:00:00,6279,12.69,28.12,24.116666666666664,99.6,0.0,1.35587232,337.2,0.025,0.008,6.86E-06,
-14.28,-170.71,2019-08-15 22:15:00,6280,12.68,28.21,24.388888888888893,99.3,0.254,0.91330272,315.0,0.017,0.008,6.76E-06,
-14.28,-170.71,2019-08-15 22:30:00,6281,12.68,28.31,24.53333333333333,98.6,0.0,0.81093056,3.858,0.03,0.007,6.01E-06,
-14.28,-170.71,2019-08-15 22:45:00,6282,12.68,28.42,24.688888888888886,98.5,0.254,0.44167552,168.9,0.021,0.008,7.51E-06,
-14.28,-170.71,2019-08-15 23:00:00,6283,12.67,28.48,24.711111111111116,98.7,1.27,0.6987235199999999,167.3,0.022,0.008,6.76E-06,
-14.28,-170.71,2019-08-15 23:15:00,6284,12.67,28.49,24.58888888888889,99.2,4.064,1.8824854400000002,337.0,0.027,0.006,5.15E-06,
-14.28,-170.71,2019-08-15 23:30:00,6285,12.66,28.45,24.333333333333332,99.1,1.778,1.9146723200000002,345.6,0.024,0.004,3.32E-06,
-14.28,-170.71,2019-08-15 23:45:00,6286,12.66,28.34,24.061111111111114,99.4,4.3180000000000005,1.5132303999999999,356.8,0.018,0.009,8.26E-06,
-14.28,-170.71,2019-08-16 00:00:00,6287,12.65,28.14,23.927777777777774,99.0,5.334,1.3889532800000002,350.6,0.027,0.004,3.32E-06,
-14.28,-170.71,2019-08-16 00:15:00,6288,12.65,27.99,23.93333333333333,99.1,0.7619999999999999,1.20432576,342.8,0.029,0.005,4.18E-06,
-14.28,-170.71,2019-08-16 00:30:00,6289,12.64,27.92,24.16111111111111,98.1,0.508,0.94280736,225.1,0.017,0.007,6.33E-06,
-14.28,-170.71,2019-08-16 00:45:00,6290,12.64,27.94,24.122222222222224,99.2,0.508,0.55969408,330.4,0.017,0.005,4.18E-06,
-14.28,-170.71,2019-08-16 01:00:00,6291,12.63,28.02,24.183333333333334,99.0,3.8099999999999996,0.25525983999999996,333.2,0.017,0.006,5.47E-06,
-14.28,-170.71,2019-08-16 01:15:00,6292,12.63,28.03,24.01666666666667,99.3,2.794,1.3518489599999999,353.6,0.031,0.008,7.29E-06,
-14.28,-170.71,2019-08-16 01:30:00,6293,12.62,27.95,24.033333333333335,99.6,1.778,0.60931552,350.8,0.028,0.009,7.94E-06,
-14.28,-170.71,2019-08-16 01:45:00,6294,12.62,27.97,24.02777777777778,99.4,3.556,0.48727360000000003,331.7,0.018,0.008,6.76E-06,
-14.28,-170.71,2019-08-16 02:00:00,6295,12.61,27.97,23.88888888888889,99.4,1.016,0.45195743999999993,339.0,0.014,0.006,5.79E-06,
-14.28,-170.71,2019-08-16 02:15:00,6296,12.61,27.92,24.066666666666663,98.3,1.27,0.68218304,124.7,0.018,0.008,7.62E-06,
-14.28,-170.71,2019-08-16 02:30:00,6297,12.6,27.9,23.855555555555554,97.8,0.7619999999999999,0.96247712,342.2,0.024,0.004,3.75E-06,
-14.28,-170.71,2019-08-16 02:45:00,6298,12.59,27.78,23.81666666666667,97.4,0.0,0.9334195200000001,300.3,0.028,0.009,8.37E-06,
-14.28,-170.71,2019-08-16 03:00:00,6299,12.59,27.65,23.96111111111111,97.2,0.254,0.76488544,283.2,0.019,0.005,4.72E-06,
-14.28,-170.71,2019-08-16 03:15:00,6300,12.58,27.65,24.050000000000004,95.6,0.0,0.6459728,357.6,0.032,0.004,3.75E-06,
-14.28,-170.71,2019-08-16 03:30:00,6301,12.57,27.63,23.833333333333336,98.6,0.254,0.6540195200000001,10.4,0.027,0.006,5.68E-06,
-14.28,-170.71,2019-08-16 03:45:00,6302,12.57,27.61,23.93888888888889,98.6,0.0,0.97767648,0.448,0.032,0.004,3.86E-06,
-14.28,-170.71,2019-08-16 04:00:00,6303,12.56,27.74,24.111111111111114,98.8,0.254,0.42334688,22.14,0.025,0.004,3.86E-06,
-14.28,-170.71,2019-08-16 04:15:00,6304,12.56,27.9,24.283333333333328,99.5,1.016,0.7720380800000001,321.4,0.024,0.004,3.43E-06,
-14.28,-170.71,2019-08-16 04:30:00,6305,12.55,28.1,24.427777777777777,99.4,0.254,0.54628288,326.1,0.031,0.004,3.75E-06,
-14.28,-170.71,2019-08-16 04:45:00,6306,12.54,28.23,24.58888888888889,97.7,0.254,1.64331904,332.2,0.029,0.008,6.97E-06,
-14.28,-170.71,2019-08-16 05:00:00,6307,12.54,28.38,24.899999999999995,97.9,0.0,1.70143424,328.5,0.027,0.008,7.29E-06,
-14.28,-170.71,2019-08-16 05:15:00,6308,12.53,28.5,24.97222222222222,98.1,0.254,1.74077376,336.6,0.031,0.005,4.61E-06,
-14.28,-170.71,2019-08-16 05:30:00,6309,12.53,28.61,25.077777777777776,97.7,0.254,1.9088607999999998,324.5,0.029,0.006,5.47E-06,
-14.28,-170.71,2019-08-16 05:45:00,6310,12.52,28.65,24.97222222222222,98.0,2.2859999999999996,1.5333472000000001,328.2,0.022,0.003,2.36E-06,
-14.28,-170.71,2019-08-16 06:00:00,6311,12.52,28.62,24.66111111111111,98.6,2.2859999999999996,0.9955580799999999,345.8,0.03,0.002,2.15E-06,
-14.28,-170.71,2019-08-16 06:15:00,6312,12.52,28.5,24.583333333333332,98.9,1.5239999999999998,1.7707254399999999,343.1,0.027,0.008,7.19E-06,
-14.28,-170.71,2019-08-16 06:30:00,6313,12.52,28.4,24.427777777777777,97.7,1.016,1.93478912,342.5,0.03,0.015,1.34E-05,
-14.28,-170.71,2019-08-16 06:45:00,6314,12.52,28.27,24.416666666666668,98.5,1.27,1.9906691200000002,333.2,0.029,0.094,8.46E-05,
-14.28,-170.71,2019-08-16 07:00:00,6315,12.51,28.15,24.244444444444444,99.1,0.7619999999999999,1.22354848,334.9,0.03,0.612,0.000551199,
-14.28,-170.71,2019-08-16 07:15:00,6316,12.51,28.2,24.400000000000002,98.5,0.254,0.92850208,7.705,0.033,3.271,0.00294423,
-14.28,-170.71,2019-08-16 07:30:00,6317,12.51,28.26,24.477777777777778,97.3,1.016,0.56684672,22.48,0.029,2.67,0.002403221,
-14.28,-170.71,2019-08-16 07:45:00,6318,12.51,28.21,24.400000000000002,98.6,5.588,0.26330655999999997,25.18,0.01,0.941,0.000847016,
-14.28,-170.71,2019-08-16 08:00:00,6319,12.51,28.16,24.261111111111113,98.0,1.5239999999999998,1.08451904,340.6,0.025,1.534,0.001380946,
-14.28,-170.71,2019-08-16 08:15:00,6320,12.5,28.11,24.33888888888889,98.9,1.27,0.87888064,346.8,0.026,1.87,0.001683413,
-14.28,-170.71,2019-08-16 08:30:00,6321,12.5,28.28,24.561111111111106,99.2,1.016,0.71347584,309.4,0.027,3.039,0.002735292,
-14.28,-170.71,2019-08-16 08:45:00,6322,12.5,28.36,24.455555555555552,98.2,0.7619999999999999,1.37330688,327.4,0.024,4.887,0.004398219,
-14.28,-170.71,2019-08-16 09:00:00,6323,12.5,28.35,24.48333333333333,98.7,1.016,1.81319424,343.8,0.029,3.161,0.002845231,
-14.28,-170.71,2019-08-16 09:15:00,6324,12.5,28.4,24.62222222222222,99.6,2.2859999999999996,0.9034678399999999,341.8,0.033,4.343,0.003908372,
-14.28,-170.71,2019-08-16 09:30:00,6325,12.5,28.57,24.72222222222222,99.6,2.2859999999999996,0.03039872,0.049,0.0,5.596,0.005036833,
-14.28,-170.71,2019-08-16 09:45:00,6326,12.5,28.61,24.47222222222222,99.4,4.826,0.72375776,343.1,0.036,4.577,0.004119134,
-14.28,-170.71,2019-08-16 10:00:00,6327,12.49,28.56,24.394444444444442,98.4,6.604,1.3947648,23.55,0.022,4.22,0.003797896,
-14.28,-170.71,2019-08-16 10:15:00,6328,12.49,28.38,24.438888888888886,98.5,1.5239999999999998,0.8154009600000001,350.8,0.032,5.547,0.004992321,
-14.28,-170.71,2019-08-16 10:30:00,6329,12.49,28.34,24.172222222222224,99.1,1.5239999999999998,0.18418047999999998,337.7,0.018,8.3,0.007470623,
-14.28,-170.71,2019-08-16 10:45:00,6330,12.49,28.28,24.188888888888894,99.2,0.7619999999999999,0.6347967999999999,352.5,0.02,11.06,0.009951177,
-14.28,-170.71,2019-08-16 11:00:00,6331,12.5,28.25,23.894444444444446,99.4,0.7619999999999999,0.6499961599999999,4.143,0.031,18.73,0.01685537,
-14.28,-170.71,2019-08-16 11:15:00,6332,12.5,28.15,24.050000000000004,99.9,0.254,0.31382208,0.349,0.023,31.17,0.02805267,
-14.28,-170.71,2019-08-16 11:30:00,6333,12.52,28.28,24.166666666666668,99.4,0.254,0.40144192,0.349,0.018,52.5,0.04725077,
-14.28,-170.71,2019-08-16 11:45:00,6334,12.55,28.44,24.333333333333332,98.9,0.0,0.28476448,0.343,0.021,84.7,0.07620902,
-14.28,-170.71,2019-08-16 12:00:00,6335,12.55,28.6,24.58888888888889,99.0,0.0,0.1475232,0.324,0.012,84,0.07560977,
-14.28,-170.71,2019-08-16 12:15:00,6336,12.53,28.63,24.516666666666666,93.3,0.0,1.33977888,87.1,0.022,69.61,0.06265011,
-14.28,-170.71,2019-08-16 12:30:00,6337,12.53,28.54,24.916666666666664,94.5,0.0,1.0550144,113.8,0.022,75.83,0.06824972,
-14.28,-170.71,2019-08-16 12:45:00,6338,12.54,28.57,24.766666666666666,96.6,0.0,0.33528,157.1,0.012,87,0.0782836,
-14.28,-170.71,2019-08-16 13:00:00,6339,12.6,28.78,24.73333333333333,95.7,0.254,0.5520944,142.2,0.022,132.2,0.1189802,
-14.28,-170.71,2019-08-16 13:15:00,6340,12.64,28.99,25.011111111111106,96.4,0.0,0.32499807999999997,150.6,0.012,149.1,0.1341476,
-14.28,-170.71,2019-08-16 13:30:00,6341,12.68,29.23,24.850000000000005,96.7,0.0,0.30756352,152.2,0.016,163.6,0.1472143,
-14.28,-170.71,2019-08-16 13:45:00,6342,12.71,29.48,25.305555555555557,96.0,0.0,0.15825216,341.3,0.01,175.2,0.1577163,
-14.28,-170.71,2019-08-16 14:00:00,6343,12.73,29.79,25.66111111111111,93.4,0.0,0.67681856,347.8,0.026,187.2,0.1684763,
-14.28,-170.71,2019-08-16 14:15:00,6344,12.79,30.05,25.944444444444443,93.0,0.0,0.28789376,165.5,0.022,212.4,0.1911509,
-14.28,-170.71,2019-08-16 14:30:00,6345,12.79,30.26,26.016666666666666,94.8,0.0,0.38847776,193.0,0.012,192,0.1727885,
-14.28,-170.71,2019-08-16 14:45:00,6346,12.78,30.35,25.966666666666665,87.4,0.0,0.9110675199999999,153.5,0.017,178.5,0.1606882,
-14.28,-170.71,2019-08-16 15:00:00,6347,12.74,30.45,26.172222222222224,93.6,0.0,0.41664128,279.3,0.018,159.2,0.1432605,
-14.28,-170.71,2019-08-16 15:15:00,6348,12.74,30.69,26.305555555555554,94.6,0.0,0.0,0.0,0.0,168.7,0.1518659,
-14.28,-170.71,2019-08-16 15:30:00,6349,12.8,31.17,26.51666666666667,93.6,0.0,0.0,0.0,0.0,212.4,0.1911163,
-14.28,-170.71,2019-08-16 15:45:00,6350,12.82,31.39,26.52777777777778,91.4,0.0,0.08761984,282.1,0.009,205.3,0.1848064,
-14.28,-170.71,2019-08-16 16:00:00,6351,12.84,31.59,26.77777777777778,90.4,0.0,0.01296416,282.1,0.005,197.3,0.177607,
-14.28,-170.71,2019-08-16 16:15:00,6352,12.78,31.61,26.77777777777778,94.3,0.0,0.02861056,282.1,0.0,137.8,0.1240295,
-14.28,-170.71,2019-08-16 16:30:00,6353,12.69,31.52,26.43888888888889,92.6,0.0,0.13545311999999998,282.1,0.014,94.8,0.08531522,
-14.28,-170.71,2019-08-16 16:45:00,6354,12.65,31.26,26.17777777777778,96.2,0.0,0.13724128,282.1,0.01,73.76,0.06638462,
-14.28,-170.71,2019-08-16 17:00:00,6355,12.61,30.91,25.811111111111106,96.0,0.0,0.047386239999999996,282.1,0.005,57.91,0.05211942,
-14.28,-170.71,2019-08-16 17:15:00,6356,12.57,30.55,25.500000000000004,95.8,0.0,0.12740639999999998,282.1,0.015,39.77,0.03579187,
-14.28,-170.71,2019-08-16 17:30:00,6357,12.55,30.22,25.39444444444444,97.0,0.0,0.0379984,282.1,0.0,34.09,0.03068274,
-14.28,-170.71,2019-08-16 17:45:00,6358,12.53,29.91,25.25,97.4,0.0,0.0,0.0,0.0,32.65,0.0293832,
-14.28,-170.71,2019-08-16 18:00:00,6359,12.51,29.75,25.144444444444446,97.7,0.0,0.0,0.0,0.0,23.04,0.02073167,
-14.28,-170.71,2019-08-16 18:15:00,6360,12.5,29.62,24.966666666666665,97.8,0.0,0.0,0.0,0.0,5.554,0.004998649,
-14.28,-170.71,2019-08-16 18:30:00,6361,12.49,29.43,24.73888888888889,97.9,0.0,0.0,0.0,0.0,0.358,0.000322203,
-14.28,-170.71,2019-08-16 18:45:00,6362,12.49,29.2,24.633333333333336,98.1,0.0,0.0,0.0,0.0,0.022,1.94E-05,
-14.28,-170.71,2019-08-16 19:00:00,6363,12.48,29.0,24.505555555555556,98.1,0.0,0.0,0.0,0.0,0.008,7.62E-06,
-14.28,-170.71,2019-08-16 19:15:00,6364,12.48,28.79,24.527777777777782,98.4,0.0,0.0,0.0,0.0,0.005,4.61E-06,
-14.28,-170.71,2019-08-16 19:30:00,6365,12.48,28.62,24.455555555555552,98.7,0.0,0.0,0.0,0.0,0.006,5.26E-06,
-14.28,-170.71,2019-08-16 19:45:00,6366,12.47,28.51,24.427777777777777,98.9,0.0,0.0,0.0,0.0,0.007,6.44E-06,
-14.28,-170.71,2019-08-16 20:00:00,6367,12.47,28.41,24.416666666666668,98.9,0.0,0.0,0.0,0.0,0.003,2.57E-06,
-14.28,-170.71,2019-08-16 20:15:00,6368,12.47,28.37,24.488888888888887,98.9,0.0,0.0,0.0,0.0,0.003,3.11E-06,
-14.28,-170.71,2019-08-16 20:30:00,6369,12.47,28.44,24.60555555555556,99.2,0.0,0.0,0.0,0.0,0.006,5.79E-06,
-14.28,-170.71,2019-08-16 20:45:00,6370,12.47,28.47,24.60555555555556,99.2,0.0,0.0,0.0,0.0,0.005,4.18E-06,
-14.28,-170.71,2019-08-16 21:00:00,6371,12.47,28.53,24.60555555555556,99.1,0.0,0.0,0.0,0.0,0.005,4.08E-06,
-14.28,-170.71,2019-08-16 21:15:00,6372,12.46,28.52,24.438888888888886,99.3,0.0,0.0,0.0,0.0,0.012,1.1E-05,
-14.28,-170.71,2019-08-16 21:30:00,6373,12.46,28.35,24.26666666666667,99.6,0.0,0.0,0.0,0.0,0.007,6.65E-06,
-14.28,-170.71,2019-08-16 21:45:00,6374,12.46,28.16,24.222222222222218,99.7,0.0,0.0,0.0,0.0,0.005,4.93E-06,
-14.28,-170.71,2019-08-16 22:00:00,6375,12.46,28.03,24.172222222222224,99.8,0.0,0.0,0.0,0.0,0.01,8.9E-06,
-14.28,-170.71,2019-08-16 22:15:00,6376,12.45,27.93,24.13888888888889,99.9,0.0,0.0,0.0,0.0,0.006,5.79E-06,
-14.28,-170.71,2019-08-16 22:30:00,6377,12.45,27.88,24.194444444444443,99.9,0.0,0.0,0.0,0.0,0.007,5.9E-06,
-14.28,-170.71,2019-08-16 22:45:00,6378,12.45,27.9,24.222222222222218,99.8,0.0,0.0,0.0,0.0,0.008,7.19E-06,
-14.28,-170.71,2019-08-16 23:00:00,6379,12.45,27.9,24.188888888888894,100.0,0.0,0.0,0.0,0.0,0.008,6.86E-06,
-14.28,-170.71,2019-08-16 23:15:00,6380,12.45,27.89,24.166666666666668,100.0,0.0,0.0,0.0,0.0,0.003,3.11E-06,
-14.28,-170.71,2019-08-16 23:30:00,6381,12.45,27.87,24.15,100.0,0.0,0.0,0.0,0.0,0.012,1.07E-05,
-14.28,-170.71,2019-08-16 23:45:00,6382,12.44,27.82,24.12777777777778,100.0,0.0,0.0,0.0,0.0,0.009,8.04E-06,
-14.28,-170.71,2019-08-17 00:00:00,6383,12.44,27.8,24.13888888888889,100.0,0.0,0.0,0.0,0.0,0.01,8.58E-06,
-14.28,-170.71,2019-08-17 00:15:00,6384,12.44,27.86,24.205555555555552,100.0,0.0,0.0,0.0,0.0,0.009,7.83E-06,
-14.28,-170.71,2019-08-17 00:30:00,6385,12.44,28.02,24.299999999999997,100.0,0.0,0.0,0.0,0.0,0.004,3.54E-06,
-14.28,-170.71,2019-08-17 00:45:00,6386,12.44,28.04,24.305555555555557,100.0,0.0,0.0,0.0,0.0,0.004,3.86E-06,
-14.28,-170.71,2019-08-17 01:00:00,6387,12.43,28.01,24.227777777777778,100.0,0.0,0.0,0.0,0.0,0.005,4.83E-06,
-14.28,-170.71,2019-08-17 01:15:00,6388,12.43,28.03,24.294444444444448,100.0,0.0,0.0,0.0,0.0,0.003,2.79E-06,
-14.28,-170.71,2019-08-17 01:30:00,6389,12.43,28.01,24.194444444444443,100.0,0.0,0.0,0.0,0.0,0.011,9.55E-06,
-14.28,-170.71,2019-08-17 01:45:00,6390,12.43,27.94,24.172222222222224,100.0,0.0,0.0,0.0,0.0,0.011,9.87E-06,
-14.28,-170.71,2019-08-17 02:00:00,6391,12.43,28.0,24.26666666666667,100.0,0.0,0.0,0.0,0.0,0.008,7.51E-06,
-14.28,-170.71,2019-08-17 02:15:00,6392,12.42,28.11,24.299999999999997,100.0,0.0,0.0,0.0,0.0,0.008,6.86E-06,
-14.28,-170.71,2019-08-17 02:30:00,6393,12.42,28.1,24.272222222222222,100.0,0.0,0.0,0.0,0.0,0.008,7.19E-06,
-14.28,-170.71,2019-08-17 02:45:00,6394,12.42,28.05,24.244444444444444,100.0,0.0,0.0,0.0,0.0,0.005,4.08E-06,
-14.28,-170.71,2019-08-17 03:00:00,6395,12.42,28.01,24.250000000000004,100.0,0.0,0.0,0.0,0.0,0.01,8.8E-06,
-14.28,-170.71,2019-08-17 03:15:00,6396,12.42,28.01,24.261111111111113,100.0,0.0,0.0,0.0,0.0,0.006,5.04E-06,
-14.28,-170.71,2019-08-17 03:30:00,6397,12.42,28.02,24.21111111111111,100.0,0.0,0.0,0.0,0.0,0.008,7.19E-06,
-14.28,-170.71,2019-08-17 03:45:00,6398,12.42,27.97,24.188888888888894,100.0,0.0,0.0,0.0,0.0,0.008,7.51E-06,
-14.28,-170.71,2019-08-17 04:00:00,6399,12.41,27.91,24.15,100.0,0.0,0.0,0.0,0.0,0.007,6.22E-06,
-14.28,-170.71,2019-08-17 04:15:00,6400,12.41,27.9,24.08888888888889,100.0,0.0,0.0,0.0,0.0,0.009,8.26E-06,
-14.28,-170.71,2019-08-17 04:30:00,6401,12.41,27.82,24.0,100.0,0.0,0.0,0.0,0.0,0.006,5.36E-06,
-14.28,-170.71,2019-08-17 04:45:00,6402,12.41,27.73,23.950000000000003,100.0,0.0,0.0,0.0,0.0,0.01,8.58E-06,
-14.28,-170.71,2019-08-17 05:00:00,6403,12.41,27.66,23.972222222222225,100.0,0.0,0.0,0.0,0.0,0.008,6.97E-06,
-14.28,-170.71,2019-08-17 05:15:00,6404,12.4,27.62,23.977777777777774,100.0,0.0,0.0,0.0,0.0,0.009,7.94E-06,
-14.28,-170.71,2019-08-17 05:30:00,6405,12.4,27.62,23.927777777777774,100.0,0.0,0.0,0.0,0.0,0.004,3.43E-06,
-14.28,-170.71,2019-08-17 05:45:00,6406,12.4,27.61,23.922222222222224,100.0,0.0,0.0,0.0,0.0,0.004,3.86E-06,
-14.28,-170.71,2019-08-17 06:00:00,6407,12.4,27.55,23.916666666666668,100.0,0.0,0.0,0.0,0.0,0.01,8.58E-06,
-14.28,-170.71,2019-08-17 06:15:00,6408,12.4,27.53,23.905555555555555,100.0,0.0,0.0,0.0,0.0,0.017,1.49E-05,
-14.28,-170.71,2019-08-17 06:30:00,6409,12.39,27.53,23.899999999999995,100.0,0.0,0.0,0.0,0.0,0.391,0.000352342,
-14.28,-170.71,2019-08-17 06:45:00,6410,12.39,27.7,24.0,100.0,0.0,0.0,0.0,0.0,4.188,0.003769151,
-14.28,-170.71,2019-08-17 07:00:00,6411,12.4,27.87,24.183333333333334,100.0,0.0,0.0,0.0,0.0,14.97,0.01347406,
-14.28,-170.71,2019-08-17 07:15:00,6412,12.42,28.09,24.333333333333332,100.0,0.0,0.0,0.0,0.0,32.3,0.02907226,
-14.28,-170.71,2019-08-17 07:30:00,6413,12.58,28.84,24.95555555555556,99.7,0.0,0.0,0.0,0.0,70.8,0.06372011,
-14.28,-170.71,2019-08-17 07:45:00,6414,12.48,29.1,25.26111111111111,99.9,0.0,0.0,0.0,0.0,60.59,0.05452725,
-14.28,-170.71,2019-08-17 08:00:00,6415,12.5,29.39,25.455555555555552,99.5,0.0,0.0,0.0,0.0,148.1,0.1332543,
-14.28,-170.71,2019-08-17 08:15:00,6416,12.49,29.63,25.744444444444447,98.0,0.0,0.0,0.0,0.0,81.4,0.07329997,
-14.28,-170.71,2019-08-17 08:30:00,6417,12.73,30.86,26.0,96.3,0.0,0.0,0.0,0.0,248,0.2232352,
-14.28,-170.71,2019-08-17 08:45:00,6418,13.22,33.36,26.944444444444443,89.0,0.0,0.0,0.0,0.0,435.1,0.3915788,
-14.28,-170.71,2019-08-17 09:00:00,6419,13.29,35.74,28.111111111111107,83.0,0.0,0.0,0.0,0.0,505.5,0.4549553,
-14.28,-170.71,2019-08-17 09:15:00,6420,13.35,37.51,28.944444444444443,80.4,0.0,0.0,0.0,0.0,575.3,0.5177907,
-14.28,-170.71,2019-08-17 09:30:00,6421,13.42,39.24,29.61111111111111,78.47,0.0,0.0,0.0,0.0,662.3,0.5960675,
-14.28,-170.71,2019-08-17 09:45:00,6422,13.43,41.0,29.833333333333332,79.14,0.0,0.0,0.0,0.0,706,0.6353898,
-14.28,-170.71,2019-08-17 10:00:00,6423,13.32,41.67,30.22222222222222,79.21,0.0,0.0,0.0,0.0,779.3,0.7013875,
-14.28,-170.71,2019-08-17 10:15:00,6424,13.24,41.38,30.055555555555557,79.63,0.0,0.39652448,14.66,0.012,665.2,0.598724,
-14.28,-170.71,2019-08-17 10:30:00,6425,13.2,40.81,29.38888888888889,83.6,0.0,0.86904576,50.42,0.023,555.4,0.4998978,
-14.28,-170.71,2019-08-17 10:45:00,6426,13.22,39.36,27.61111111111111,85.9,0.0,3.23835776,113.3,0.027,631.8,0.5686389,
-14.28,-170.71,2019-08-17 11:00:00,6427,13.21,38.58,27.555555555555554,87.5,0.0,2.6420064,116.4,0.03,552.1,0.4969321,
-14.28,-170.71,2019-08-17 11:15:00,6428,13.15,36.52,27.38888888888889,86.3,0.0,2.58210304,106.2,0.029,386,0.3473886,
-14.28,-170.71,2019-08-17 11:30:00,6429,13.34,36.94,27.722222222222225,82.3,0.0,2.38138208,103.8,0.03,781.9,0.7036725,
-14.28,-170.71,2019-08-17 11:45:00,6430,13.31,37.24,28.277777777777782,78.13,0.0,1.55838144,108.7,0.031,678,0.6102065,
-14.28,-170.71,2019-08-17 12:00:00,6431,13.27,37.64,28.388888888888886,79.59,0.0,1.16498624,114.0,0.024,625.6,0.5630781,
-14.28,-170.71,2019-08-17 12:15:00,6432,13.34,38.3,28.944444444444443,79.14,0.0,1.26154688,113.7,0.026,780,0.7019587,
-14.28,-170.71,2019-08-17 12:30:00,6433,13.32,38.47,29.055555555555557,74.69,0.0,0.82389472,73.4,0.025,741.3,0.6671864,
-14.28,-170.71,2019-08-17 12:45:00,6434,13.25,38.79,29.833333333333332,80.7,0.0,0.525272,19.78,0.03,526.6,0.4739086,
-14.28,-170.71,2019-08-17 13:00:00,6435,13.16,37.8,29.555555555555557,82.8,0.0,0.6884416,351.0,0.037,369.7,0.3327385,
-14.28,-170.71,2019-08-17 13:15:00,6436,13.19,37.86,29.5,83.1,0.0,0.7800848,28.53,0.03,376.9,0.3392183,
-14.28,-170.71,2019-08-17 13:30:00,6437,13.08,37.04,28.166666666666668,85.1,0.0,0.78813152,150.6,0.029,262.1,0.2358617,
